1 qid:1 1:-1.0 2:0.918659104579867 3:0.965099715099715 4:-0.00370358912345059 5:0.0 6:0.995649620954682 7:-0.138987883107625 
2 qid:1 1:0.74900732592907 2:0.968731598249838 3:0.990884537474679 4:0.019974122847552 5:0.0 6:1.02224169958923 7:0.710587907495125 
1 qid:2 1:0.0207499693528995 2:0.899553738125094 3:0.995 4:6.05027247764234E-5 5:0.0 6:1.00007478003417 7:0.0158583525788995 
2 qid:2 1:0.589116252038782 2:0.91839388420585 3:0.99814333457111 4:0.00270020332048349 5:0.0 6:1.00322205271428 7:0.683289978942149 
1 qid:3 1:-0.0161910088384188 2:0.932039999151569 3:0.96191135734072 4:-2.00109335668386E-4 5:0.0 6:0.999769750745043 7:-0.0059020559020552 
2 qid:3 1:0.343446573077594 2:0.913661288085033 3:0.96980854197349 4:0.0107914148004155 5:0.0 6:1.01327274215999 7:0.298636698599851 
1 qid:4 1:0.401882746669959 2:0.905071971366157 3:0.99771079740557 4:0.0012559699937813 5:0.0 6:1.00153797002103 7:0.445312228817369 
2 qid:4 1:0.576955581592701 2:0.90964116584092 3:0.989686783804431 4:0.0167073673130211 5:0.0 6:1.02105049177351 7:0.672530659856867 
1 qid:5 1:-0.0446991225136483 2:0.901162910148533 3:0.961168639053254 4:-7.97304515500419E-4 5:0.0 6:0.999020135352227 7:-0.0251171971379241 
2 qid:5 1:0.263271087776394 2:0.908306381931831 3:0.960972017673049 4:0.00859608615901286 5:0.0 6:1.01064218671217 7:0.207386202596223 
1 qid:6 1:-0.24047078509704 2:0.918070088079072 3:0.925444596443228 4:-0.00353245843913153 5:0.0 6:0.995843691850332 7:-0.0548817400562785 
2 qid:6 1:0.383433357476163 2:0.921643002568139 3:0.996691176470588 4:0.0014882887088209 5:0.0 6:1.00175827826136 7:0.372872209958293 
1 qid:7 1:-0.2394534463028 2:0.920862837687762 3:0.941522491349481 4:-0.00308661797208964 5:0.0 6:0.996386329855371 7:-0.0623822714681435 
2 qid:7 1:0.388176047711923 2:0.93906481549542 3:0.957974509128488 4:0.0118419888126742 5:0.0 6:1.01380192724238 7:0.238260698281381 
1 qid:8 1:0.557675321693775 2:0.954047577383663 3:0.997938852627963 4:0.00156827370257873 5:0.0 6:1.00172894924159 7:0.500609394043561 
2 qid:8 1:0.561097429238699 2:0.905640245680538 3:0.998090874379534 4:0.00259153337792395 5:0.0 6:1.00317982307302 7:0.674334479684121 
1 qid:9 1:0.159630466717687 2:0.909964664481246 3:0.966275659824047 4:0.00355223441066044 5:0.0 6:1.00432716021703 7:0.110919540229884 
2 qid:9 1:0.256421534661857 2:0.902904246995482 3:0.9101243339254 4:0.0136841890911824 5:0.0 6:1.01737388100701 7:0.14788482047636 
1 qid:10 1:-0.108455769486766 2:0.917839141945994 3:0.960484158063368 4:-0.00144110049952928 5:0.0 6:0.998295177901429 7:-0.0437002731267088 
2 qid:10 1:0.405692269390147 2:0.907566276043849 3:0.995070155479712 4:0.00295249380875029 5:0.0 6:1.00361046097487 7:0.440198511166256 
1 qid:11 1:-0.235773630486488 2:0.928454397907443 3:0.959708232025009 4:-0.00218318893610758 5:0.0 6:0.997480126902165 7:-0.0645927470744981 
2 qid:11 1:0.389192987446072 2:0.903459488611428 3:0.969685486926866 4:0.0155552701201909 5:0.0 6:1.01982017044888 7:0.386239219003724 
1 qid:12 1:-0.0523619241353981 2:0.900633465814066 3:0.949542961608775 4:-0.00112625136865385 5:0.0 6:0.998615363876211 7:-0.0269826526687133 
