1 qid:1 1:-0.127347680037295 2:0.911373214460288 3:0.982864579567638 4:-8.84532551265305E-4 5:0.0 6:0.998937331551602 7:-0.065079002516227 
2 qid:1 1:-0.0991449293748966 2:0.90804228971851 3:0.95742167194367 4:-0.00160511734052504 5:0.0 6:0.998060862132349 7:-0.045709637611708 
1 qid:2 1:-0.0341273279166957 2:0.910368522590411 3:0.958595498998468 4:-5.93848261330687E-4 5:0.0 6:0.999284484062429 7:-0.0168662449212037 
2 qid:2 1:0.100178220614357 2:0.915734763475541 3:0.973097252838418 4:0.00153678755096942 5:0.0 6:1.00183937646619 7:0.0623242495370714 
1 qid:3 1:-0.0229150612246271 2:0.92345095967961 3:0.920726072607261 4:-4.3758701865293E-4 5:0.0 6:0.999487384905926 7:-0.00599404119576303 
2 qid:3 1:0.12065603704977 2:0.917466241972708 3:0.973484579936193 4:0.00187549076181059 5:0.0 6:1.00223808484303 7:0.0758338278249408 
1 qid:4 1:0.00783743497520101 2:0.919645533995726 3:0.957476279520742 4:1.3356584861679E-4 5:0.0 6:1.00015797621384 7:0.00354570513617024 
2 qid:4 1:0.344034381168223 2:0.913333359257642 3:0.993567878374427 4:0.00272491475151215 5:0.0 6:1.00328810445243 7:0.336940526294252 
1 qid:5 1:0.293524205945585 2:0.939014570825882 3:0.980435921379279 4:0.00404339683932553 5:0.0 6:1.00462820339853 7:0.187740325317181 
2 qid:5 1:0.759141968786874 2:0.953579386211541 3:0.939695808661326 4:0.076428621429252 5:0.453501245502353 6:1.10208804883679 7:0.590827871900732 
1 qid:6 1:-0.144965023515508 2:0.921820327856988 3:0.972508270816831 4:-0.00130747901623041 5:0.0 6:0.998466058566947 7:-0.057519191632493 
2 qid:6 1:0.0 2:0.947626420083401 3:0.99997531290888 4:0.0663433917564951 5:0.0 6:1.087349798253 7:1.0 
1 qid:7 1:-0.093169839767561 2:0.907612425599114 3:0.96752905169528 4:-0.00124257303268815 5:0.0 6:0.998496117798684 7:-0.0470220430919494 
2 qid:7 1:0.240111443618899 2:0.911561339406299 3:0.987215943614048 4:0.00277343834707866 5:0.0 6:1.00336016364624 7:0.205780174162891 
1 qid:8 1:0.142232055087061 2:0.919812571718919 3:0.962637055660311 4:0.00293841873828982 5:0.0 6:1.00349741784244 7:0.0824416380193741 
2 qid:8 1:0.557313348400509 2:0.931963270874418 3:0.959683106869152 4:0.0347231946539858 5:0.0 6:1.04353473444339 7:0.498395363401942 
1 qid:9 1:0.0678514245264318 2:0.911527472672162 3:0.98464588824141 4:6.20482113158571E-4 5:0.0 6:1.00074789238248 7:0.0458017647127438 
2 qid:9 1:0.343743394016348 2:0.928425174669718 3:0.968025746104513 4:0.00942332682337388 5:0.0 6:1.01117804097425 7:0.250886107029146 
1 qid:10 1:0.508826999989555 2:0.925646578094802 3:0.991805231311639 4:0.00789136153439474 5:0.0 6:1.00938370000766 7:0.530162549201902 
