1 qid:1 1:0.235873586127025 2:0.967618030779665 3:0.991435428463867 4:7.18578700080297E-4 5:0.0 6:1.00076865919591 7:0.081788271325735 
2 qid:1 1:0.0 2:0.976401038573393 3:0.999984355199549 4:0.00718444189352596 5:0.0 6:1.00765169142653 7:1.0 
1 qid:2 1:0.219417125366977 2:0.968406521787808 3:0.989821604465361 4:7.20476179965512E-4 5:0.0 6:1.00076943561045 7:0.0696652006156055 
2 qid:2 1:0.228183456071573 2:0.966722077209529 3:0.991419816138917 4:7.02591665166841E-4 5:0.0 6:1.00075292801865 7:0.0801144140421558 
1 qid:3 1:-1.0 2:0.961520486998717 3:0.988315281840462 4:-6.97582844130129E-4 5:0.0 6:0.999246602685483 7:-0.0682130828708408 
2 qid:3 1:0.0 2:0.973016876024806 3:0.999984293275951 4:0.00435225793902294 5:0.0 6:1.0046397501673 7:1.0 
1 qid:4 1:-1.0 2:0.96605038358615 3:0.9918861545719 4:-4.4730130330628E-4 5:0.0 6:0.999521166419444 7:-0.0623339046750395 
2 qid:4 1:0.0 2:0.968940726205226 3:0.999984113367013 4:0.00707507408899199 5:0.0 6:1.00765169142653 7:1.0 
1 qid:5 1:0.133890039127278 2:0.96043794900615 3:0.988007423975634 4:5.22969120108518E-4 5:0.0 6:1.00056758417719 7:0.0447031174266348 
2 qid:5 1:-1.0 2:0.963847434625504 3:0.990067791265962 4:-5.6905575135946E-4 5:0.0 6:0.999388203957206 7:-0.0650974333102035 
1 qid:6 1:-1.0 2:0.964018844624544 3:0.998584583088153 4:-9.0237657731973E-5 5:0.0 6:0.999902919402729 7:-0.0744310320149025 
2 qid:6 1:0.0 2:0.962997164070485 3:0.999984018921597 4:0.0011516449602933 5:0.0 6:1.00124494242141 7:1.0 
1 qid:7 1:-1.0 2:0.966103590128102 3:0.964051189639901 4:-0.0010708230534977 5:0.0 6:0.998855342615893 7:-0.0317196090409261 
2 qid:7 1:0.0 2:0.965129244747867 3:0.999984035505037 4:0.00428198194497098 5:0.0 6:1.0046397501673 7:1.0 
1 qid:8 1:-1.0 2:0.967103589958061 3:0.995072262980572 4:-2.76250284011459E-4 5:0.0 6:0.999704810907078 7:-0.063621764594764 
2 qid:8 1:0.361233898001 2:0.963396065844477 3:0.981077855594988 4:0.00333050489854492 5:0.0 6:1.00361438234768 7:0.157452127060102 
1 qid:9 1:-1.0 2:0.958977492470882 3:0.991799617102744 4:-5.48412660145381E-4 5:0.0 6:0.99940437470133 7:-0.0778423051150239 
2 qid:9 1:0.0 2:0.96950150913647 3:0.999984131266166 4:0.00711066892730672 5:0.0 6:1.00768175173772 7:1.0 
1 qid:10 1:-1.0 2:0.983061048429541 3:0.992130051656032 4:-1.96992373916016E-4 5:0.0 6:0.999796243515876 7:-0.0264213437053594 
2 qid:10 1:0.538795757480671 2:0.970109887375889 3:0.977076875387477 4:0.00790766635180573 5:0.0 6:1.00854670080878 7:0.265487217814205 
1 qid:11 1:-1.0 2:0.960181102088443 3:0.991788277607142 4:-5.3283470086074E-4 5:0.0 6:0.999422722500111 7:-0.07514920028647 
2 qid:11 1:-1.0 2:0.96102533678593 3:0.986602628918099 4:-7.91148541351538E-4 5:0.0 6:0.999144844172456 7:-0.0673523556735299 
1 qid:12 1:0.0 2:0.968950171403439 3:0.999984214680347 4:0.00116592733082943 5:0.0 6:1.00124494242141 7:1.0 
2 qid:12 1:0.0 2:0.972218996765403 3:0.999984192972195 4:0.00871858461776354 5:0.0 6:1.00939815921587 7:1.0 
1 qid:13 1:-1.0 2:0.973209145774482 3:0.998673450277795 4:-6.41050213625594E-5 5:0.0 6:0.999932326147052 7:-0.054359022380439 
2 qid:13 1:0.0 2:0.985020844391111 3:0.999984723728632 4:0.00131952153517945 5:0.0 6:1.00136367005114 7:1.0 
1 qid:14 1:-1.0 2:0.992566215409045 3:0.992336936265375 4:-5.4402895575012E-5 5:0.0 6:0.999944785254119 7:-0.00721601836804036 
2 qid:14 1:-1.0 2:0.960242277709545 3:0.99175776091142 4:-5.33771170725617E-4 5:0.0 6:0.999421782690337 7:-0.07497812077333 
1 qid:15 1:-1.0 2:0.971906219094373 3:0.998669900633753 4:-6.72522963132138E-5 5:0.0 6:0.999928813676856 7:-0.0571804140651328 
2 qid:15 1:0.0 2:0.968811286947719 3:0.999984055614018 4:0.0101413086816095 5:0.0 6:1.01104476271719 7:1.0 
1 qid:16 1:-1.0 2:0.969124921923348 3:0.991905744109007 4:-4.03613472261366E-4 5:0.0 6:0.99957062861017 7:-0.0556770947276278 
2 qid:16 1:0.165179614231036 2:0.961972387706699 3:0.989687782160338 4:5.86263439903423E-4 5:0.0 6:1.00063433459981 7:0.0574330672417807 
1 qid:17 1:-1.0 2:0.962170650123526 3:0.962873570286558 4:-0.0013281381973006 5:0.0 6:0.99856947441817 7:-0.038603449866249 
2 qid:17 1:-1.0 2:0.961409957869354 3:0.964630572265926 4:-0.00137049494401487 5:0.0 6:0.998521657088764 7:-0.0420960078978222 
1 qid:18 1:0.0 2:0.962889426468183 3:0.999984015345269 4:0.00115138728865993 5:0.0 6:1.00124494242141 7:1.0 
2 qid:18 1:0.0 2:0.979809338500877 3:0.999984411535464 4:0.0103728660837408 5:0.0 6:1.01104476271719 7:1.0 
1 qid:19 1:-1.0 2:0.961044660574156 3:0.998511928572572 4:-1.02039719688252E-4 5:0.0 6:0.999889544798802 7:-0.0809984798784294 
2 qid:19 1:0.0 2:0.970522572760113 3:0.999984264853978 4:0.00122534255317752 5:0.0 6:1.0013043027168 7:1.0 
1 qid:20 1:0.461432612744191 2:0.967637291562237 3:0.970622306658635 4:0.00610412640110547 5:0.0 6:1.00660567300088 7:0.178257396974576 
2 qid:20 1:0.0 2:0.96564649347367 3:0.999984003839079 4:0.0070814170618787 5:0.0 6:1.00771181384248 7:1.0 
1 qid:21 1:0.24624849530189 2:0.971176277988302 3:0.989878416617432 4:7.7852723259475E-4 5:0.0 6:1.00082679058326 7:0.0748581571579705 
2 qid:21 1:0.478816653051044 2:0.96319055820825 3:0.976761360065364 4:0.00750325072320945 5:0.0 6:1.0082212281366 7:0.255377020190077 
1 qid:22 1:-1.0 2:0.959467204609749 3:0.998635283539914 4:-9.70869904358684E-5 5:0.0 6:0.99989455908171 7:-0.0846954176166579 
2 qid:22 1:0.0 2:0.962286673732519 3:0.999983994366017 4:0.00120463416762118 5:0.0 6:1.0013043027168 7:1.0 
1 qid:23 1:-1.0 2:0.960257810599551 3:0.99175802319846 4:-5.33544612503767E-4 5:0.0 6:0.999422046506626 7:-0.0749439114038854 
2 qid:23 1:0.0 2:0.968349366023678 3:0.999984014323166 4:0.0116090794876146 5:0.0 6:1.01269674711438 7:1.0 
1 qid:24 1:-1.0 2:0.974887513939442 3:0.992030272607923 4:-3.17534275354192E-4 5:0.0 6:0.999666119126547 7:-0.0434641582873837 
2 qid:24 1:-1.0 2:0.960562910113166 3:0.988292512911505 4:-7.17472201994696E-4 5:0.0 6:0.999223611974395 7:-0.0702946768060856 
1 qid:25 1:-1.0 2:0.968790403565215 3:0.99866135407972 4:-7.47615839147286E-5 5:0.0 6:0.999920356624682 7:-0.0639735412237532 
2 qid:25 1:-1.0 2:0.963702208167932 3:0.976419200397936 4:-0.00107190785983868 5:0.0 6:0.998848481354421 7:-0.050163220892271 
1 qid:26 1:-1.0 2:0.974020586322787 3:0.998551198766182 4:-6.78920932261073E-5 5:0.0 6:0.999928448165071 7:-0.0524700493854561 
2 qid:26 1:-1.0 2:0.972124974961615 3:0.963576858108108 4:-6.63804634652432E-4 5:0.0 6:0.999298566332393 7:-0.0189285391089243 
