1 qid:1 1:0.619096113309996 2:0.783574547211847 3:0.857142857142857 4:0.146902048999951 5:0.558823529411765 6:1.65661202185792 7:0.72420443587271 
2 qid:1 1:0.680456103766234 2:0.832307826713146 3:0.869565217391304 4:0.166854124896083 5:0.647058823529412 6:1.67900497512438 7:0.748902546093064 
1 qid:2 1:0.471661190503201 2:0.693580569918622 3:0.571428571428571 4:0.104112670546237 5:0.214285714285714 6:1.46363240418118 7:0.29843005326605 
2 qid:2 1:0.623231169237322 2:0.769342649206524 3:0.824561403508772 4:0.146853146853147 5:0.569230769230769 6:1.84 7:0.7 
1 qid:3 1:0.551754996341338 2:0.786666666666667 3:0.779220779220779 4:0.137512836813536 5:0.529411764705882 6:1.49991111111111 7:0.551372549019608 
2 qid:3 1:0.881654602609361 2:0.863918795449662 3:0.96078431372549 4:0.184703408479632 5:0.746031746031746 6:2.22351797862002 7:0.963520408163265 
1 qid:4 1:0.0 2:0.740012869900955 3:0.979166666666667 4:0.13272042642672 5:0.355932203389831 6:1.70238095238095 7:1.0 
2 qid:4 1:0.589200148051566 2:0.830764569531613 3:0.8 4:0.139322216245293 5:0.516666666666667 6:1.39006024096386 7:0.539583333333333 
1 qid:5 1:0.412404295219352 2:0.69837990215533 3:0.815384615384615 4:0.092522861753631 5:0.145454545454545 6:1.34126984126984 7:0.546031746031746 
2 qid:5 1:0.639192802786128 2:0.664692417256241 3:0.936170212765957 4:0.0960438163235366 5:0.0 6:1.46929510155317 7:0.872888888888889 
1 qid:6 1:0.614423161453483 2:0.748061177282293 3:0.896551724137931 4:0.129346178297227 5:0.383333333333333 6:1.56906196213425 7:0.787202380952381 
2 qid:6 1:0.776071417180196 2:0.811754345602863 3:0.916666666666667 4:0.16347987676659 5:0.655737704918033 6:2.19137562366358 7:0.88626723223754 
1 qid:7 1:0.391212431515625 2:0.682306878538961 3:0.64 4:0.0966306420851875 5:0.323076923076923 6:1.41643835616438 7:0.34703196347032 
2 qid:7 1:0.737988391594847 2:0.846809798439941 3:0.928571428571429 4:0.168223385006602 5:0.593220338983051 6:1.60224089635854 7:0.857427716849452 
1 qid:8 1:0.634650206230943 2:0.77901741435486 3:0.827586206896552 4:0.150667514303878 5:0.584615384615385 6:1.84642857142857 7:0.705357142857143 
2 qid:8 1:0.891957423466337 2:0.922611576565199 3:0.947368421052632 4:0.209252286175363 5:0.85 6:2.29666666666667 7:0.937349397590361 
1 qid:9 1:0.434084728795597 2:0.685868325920922 3:0.833333333333333 4:0.0930607853684777 5:0.127272727272727 6:1.37284482758621 7:0.596551724137931 
2 qid:9 1:0.749402525346384 2:0.75024095571264 3:0.586666666666667 4:0.140055748447357 5:0.288888888888889 6:1.87184170471842 7:0.400335476656416 
1 qid:10 1:0.774858317784423 2:0.740668601793744 3:0.963636363636364 4:0.122597682038241 5:0.16 6:1.50862243862852 7:0.946037735849057 
2 qid:10 1:0.827684274120211 2:0.840424428127297 3:0.938775510204082 4:0.174482859797545 5:0.704918032786885 6:2.24450645273805 7:0.92579138557343 
1 qid:11 1:0.693117732809314 2:0.733778511556656 3:0.946428571428571 4:0.118049782385447 5:0.14 6:1.48068498606133 7:0.894074074074074 
2 qid:11 1:0.0 2:0.752505853957937 3:0.979591836734694 4:0.13790405398797 5:0.4 6:1.72289156626506 7:1.0 
1 qid:12 1:0.294793851696339 2:0.621428811492286 3:0.745762711864407 4:0.066555821800577 5:0.0677966101694915 6:1.28425229741019 7:0.404698186143324 
2 qid:12 1:0.0 2:0.736321040510724 3:0.978723404255319 4:0.132035796371461 5:0.366666666666667 6:1.72289156626506 7:1.0 
1 qid:13 1:0.224505835929363 2:0.616380526213868 3:0.686567164179104 4:0.0540368722186904 5:0.0655737704918033 6:1.20731707317073 7:0.278688524590164 
2 qid:13 1:0.337880752588652 2:0.644701786943909 3:0.766666666666667 4:0.0764340554550345 5:0.11864406779661 6:1.32081280788177 7:0.456750438340152 
1 qid:14 1:0.717995929873198 2:0.850131762926735 3:0.757894736842105 4:0.15541102254389 5:0.617647058823529 6:1.45562724014337 7:0.502530044275775 
2 qid:14 1:0.719247980440661 2:0.869510429550316 3:0.926829268292683 4:0.160643552251944 5:0.54 6:1.44153225806452 7:0.82125 
1 qid:15 1:0.0 2:0.715475200062701 3:0.977777777777778 4:0.124064746442369 5:0.305084745762712 6:1.70238095238095 7:1.0 
2 qid:15 1:0.0 2:0.744457431603634 3:0.979166666666667 4:0.134969925179715 5:0.383333333333333 6:1.72289156626506 7:1.0 
1 qid:16 1:0.691002400086332 2:0.814027153770109 3:0.830508474576271 4:0.165631571225977 5:0.639344262295082 6:1.97411561691113 7:0.724646983311938 
2 qid:16 1:0.867140261348039 2:0.835917318863029 3:0.958333333333333 4:0.172966893246614 5:0.698412698412698 6:2.22049689440994 7:0.961141304347826 
1 qid:17 1:0.354646859319482 2:0.66395280956807 3:0.712121212121212 4:0.0869480170179471 5:0.308823529411765 6:1.37041666666667 7:0.408547794117647 
2 qid:17 1:0.480916322321488 2:0.709510407197207 3:0.568421052631579 4:0.0977553914616852 5:0.216666666666667 6:1.35824372759857 7:0.258971369348361 
1 qid:18 1:0.731668002271433 2:0.783331551843033 3:0.952380952380952 4:0.135165533766932 5:0.28 6:1.48722016569716 7:0.906229508196721 
2 qid:18 1:0.943424719126997 2:0.967213114754098 3:0.952380952380952 4:0.230622524328818 5:0.934426229508197 6:2.26740123622682 7:0.942822870851659 
1 qid:19 1:0.31307793607498 2:0.637882162154808 3:0.714285714285714 4:0.0750158931977114 5:0.215384615384615 6:1.3224043715847 7:0.386885245901639 
2 qid:19 1:0.465308572709993 2:0.673563524556036 3:0.854545454545454 4:0.0935987089833244 5:0.109090909090909 6:1.41037735849057 7:0.656603773584906 
1 qid:20 1:0.337880752588652 2:0.644701786943909 3:0.766666666666667 4:0.0764340554550345 5:0.11864406779661 6:1.32081280788177 7:0.456750438340152 
2 qid:20 1:0.638004524908908 2:0.820677126030211 3:0.876712328767123 4:0.152379089442026 5:0.533333333333333 6:1.52876293908026 7:0.731455399061033 
1 qid:21 1:0.604900748088003 2:0.701334384369672 3:0.9 4:0.115213457870801 5:0.311475409836066 6:1.59857723577236 7:0.804644808743169 
2 qid:21 1:0.501220507710013 2:0.790433332862751 3:0.788235294117647 4:0.120592694019267 5:0.406779661016949 6:1.35370051635112 7:0.503573616499898 
1 qid:22 1:0.400763636994971 2:0.666392487478979 3:0.779661016949153 4:0.0916915252579588 5:0.253968253968254 6:1.41118421052632 7:0.522138680033417 
2 qid:22 1:0.0 2:0.86838836971469 3:0.979166666666667 4:0.184458897745611 5:0.754098360655738 6:2.34426229508197 7:1.0 
1 qid:23 1:0.583113065216247 2:0.684352540135173 3:0.897959183673469 4:0.107633625116143 5:0.23728813559322 6:1.55749746707194 7:0.793725207356653 
2 qid:23 1:0.747178543638167 2:0.760243151497086 3:0.941176470588235 4:0.141767323585505 5:0.492307692307692 6:1.75850340136054 7:0.910204081632653 
1 qid:24 1:0.605656880071853 2:0.705627385648009 3:0.901960784313726 4:0.115800283632451 5:0.3 6:1.58224735677403 7:0.805442176870748 
2 qid:24 1:0.533790109982775 2:0.795046391999925 3:0.783132530120482 4:0.130666536260942 5:0.476190476190476 6:1.41234567901235 7:0.523613560650597 
1 qid:25 1:0.32717837649753 2:0.647951595291863 3:0.758064516129032 4:0.0752115017849284 5:0.11864406779661 6:1.30515873015873 7:0.434463276836158 
2 qid:25 1:0.415299284405461 2:0.669518386700373 3:0.827586206896552 4:0.0876815492200107 5:0.0909090909090909 6:1.36383928571429 7:0.582142857142857 
1 qid:26 1:0.307228988510699 2:0.641940738766369 3:0.707692307692308 4:0.0743801652892562 5:0.215384615384615 6:1.30952380952381 7:0.371428571428571 
2 qid:26 1:0.424718149558093 2:0.677738993669886 3:0.830508474576271 4:0.0903711672942442 5:0.109090909090909 6:1.36842105263158 7:0.589473684210526 
1 qid:27 1:0.474640621891848 2:0.715747917892335 3:0.80952380952381 4:0.111007873245635 5:0.349206349206349 6:1.46516393442623 7:0.590684361176165 
2 qid:27 1:0.911634656733259 2:0.914535337758285 3:0.963636363636364 4:0.205535723018241 5:0.836065573770492 6:2.30003093102382 7:0.967096180395766 
1 qid:28 1:0.0 2:0.763762615825973 3:0.980392156862745 4:0.141376106411071 5:0.406779661016949 6:1.70238095238095 7:1.0 
2 qid:28 1:0.723471636617163 2:0.8167539478627 3:0.87037037037037 4:0.166560712015257 5:0.655737704918033 6:2.07377049180328 7:0.798780487804878 
1 qid:29 1:0.503212050474854 2:0.724449963806609 3:0.676056338028169 4:0.122842192772263 5:0.409836065573771 6:1.5968163459254 7:0.443973135383528 
2 qid:29 1:0.692347530294079 2:0.786512262444932 3:0.862745098039216 4:0.154530783901413 5:0.60655737704918 6:2.05720976915356 7:0.786460925833748 
1 qid:30 1:0.301750148987132 2:0.648785215689723 3:0.727272727272727 4:0.0720328622426524 5:0.147540983606557 6:1.28067835365854 7:0.377305327868852 
